Store Code,Mall/HS,Business Name,Zone,Zone New,City,State,Comment Date,Comment Date_NEW,Month_No.,Month,Quarter,Quarter,FY,Customer Response,Customer Rating,Sentiment,Response_Type
HKM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,31-05-2024 22:16,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Wajid is good child, helped a lot",5,POSITIVE,In-Store Experience
AAM,Mall,Mochi Shoes,North Zone,North,Amritsar,Punjab,01-06-2024 00:28,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Lovely experience, very cooperative abd helpful staff",5,POSITIVE,In-Store Experience
KOM,High-Street,Mochi Shoes,West Zone,West,Kota,Rajasthan,01-06-2024 08:01,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good,5,POSITIVE,In-Store Experience
FSM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,01-06-2024 11:27,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
KCM,High-Street,Mochi Shoes,South Zone,South,Kochi,Kerala,01-06-2024 11:30,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Kochi MG Road Mochi showroom request or responsible customer service I am very happy thank you I am very happy,5,POSITIVE,In-Store Experience
NNM,High-Street,Mochi Shoes,West Zone,West,Nanded,Maharashtra,01-06-2024 11:41,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good 👍,5,POSITIVE,In-Store Experience
IBM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,01-06-2024 12:18,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very supportive staff,5,POSITIVE,In-Store Experience
LIM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,01-06-2024 12:33,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Over all good.Polite staff and nice coordination.,5,POSITIVE,In-Store Experience
SIM,High-Street,Mochi Shoes,East Zone,East,Siliguri,West Bengal,01-06-2024 13:17,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Great service and immensely helpful staff,5,POSITIVE,In-Store Experience
MZM,Mall,Mochi Shoes,East Zone,East,Muzaffarpur,Bihar,01-06-2024 13:30,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent,5,POSITIVE,In-Store Experience
AHM,High-Street,Mochi Shoes,North Zone,North,Allahabad,Uttar Pradesh,01-06-2024 13:51,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good quality,5,POSITIVE,Product Quality
MFM,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,01-06-2024 14:03,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,mustaq gave me a good and friendly service. His suggestions was very well knowledgable. The products are awesome and quality,5,POSITIVE,Product Quality
RNM,Mall,Mochi Shoes,East Zone,East,Ranchi,Jharkhand,01-06-2024 14:12,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Efficient staffs and great stuffs,5,POSITIVE,In-Store Experience
GOM,High-Street,Mochi Shoes,West Zone,West,PORVORIM,Goa,01-06-2024 14:12,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Had to travel an hour, but really happy the collection, Meghna was of great help and I could find exactly what I came looking for ..",5,POSITIVE,Product Assortment
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,01-06-2024 14:38,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good collection and service.Abdul kalam who attended me was very patient and helped me in selecting the right pair of shoews,5,POSITIVE,Product Assortment
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,01-06-2024 14:48,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Nice collection,4,POSITIVE,Product Assortment
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,01-06-2024 15:15,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good service. Farhan Momin helped us pick the right shoes. Will visit again!,5,POSITIVE,In-Store Experience
GLM,Mall,Mochi Shoes,South Zone,South,Gulbarga,Karnataka,01-06-2024 15:17,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Nice collection,5,POSITIVE,Product Assortment
BZM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,01-06-2024 15:21,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"I just finished shopping a pair of sports shoes at the mg road branch and what a courteous staff they have... they heard my requirement very carefully and gave me a pair that I couldn't resist saying no to...

I really recommend this being a good place to buy shoes from...",5,POSITIVE,In-Store Experience
SIM,High-Street,Mochi Shoes,East Zone,East,Siliguri,West Bengal,01-06-2024 15:27,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent,5,POSITIVE,In-Store Experience
MOM,Mall,Mochi Shoes,South Zone,South,Mysore,Karnataka,01-06-2024 15:42,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Great experience,5,POSITIVE,In-Store Experience
BFM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,01-06-2024 15:45,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good collection is available in the store.,5,POSITIVE,Product Assortment
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,01-06-2024 16:42,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good always,5,POSITIVE,In-Store Experience
DDM,High-Street,Mochi Shoes,North Zone,North,Dehradun,Uttarakhand,01-06-2024 16:51,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent 👌,5,POSITIVE,In-Store Experience
THM,High-Street,Mochi Shoes,South Zone,South,Trichy,Tamil Nadu,01-06-2024 17:18,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent  service,5,POSITIVE,In-Store Experience
BJM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,01-06-2024 17:32,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good Collections,5,POSITIVE,Product Assortment
BGM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,01-06-2024 18:31,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good experience help ful staff Mr furkan,5,POSITIVE,In-Store Experience
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,01-06-2024 19:01,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,I had the great experience shopping at the store. Service was very good. Staff is very cooperative.,5,POSITIVE,In-Store Experience
VAM,High-Street,Mochi Shoes,West Zone,West,Vapi,Gujarat,01-06-2024 19:24,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good staff and their knowledge...thank you,4,POSITIVE,In-Store Experience
KMM,High-Street,Mochi Shoes,West Zone,West,Navi Mumbai,Maharashtra,01-06-2024 19:32,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very fine,4,POSITIVE,In-Store Experience
B3M,Mall,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,01-06-2024 19:34,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Nice service,5,POSITIVE,In-Store Experience
NKV,Mall,Walkway Shoes,West Zone,West,Nashik,Maharashtra,01-06-2024 19:41,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Nice service,5,POSITIVE,Customer Service
JAM,High-Street,Mochi Shoes,North Zone,North,Jalandhar,Punjab,01-06-2024 20:48,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good,4,POSITIVE,In-Store Experience
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,01-06-2024 21:01,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Nice collection of brands,4,POSITIVE,Product Assortment
ABQ,High-Street,Crocs,West Zone,West,Ahmedabad,Gujarat,01-06-2024 21:03,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Please don’t visit this store if you would ever have to go for a return or exchange of product. They are a very wrong example of what a good customer service would look like. The manager Me kalpesh Chawda doesn’t give a damn about crocs customer.nd he is rudely behave with my family,1,NEGATIVE,In-Store Experience
BVM,High-Street,Mochi Shoes,West Zone,West,Bhopal,Madhya Pradesh,01-06-2024 21:07,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Thank You for providing good customer service.
Special Thanks to Mr. Nisar Khan",5,POSITIVE,In-Store Experience
BCM,High-Street,Mochi Shoes,East Zone,East,Bilaspur,Chhattisgarh,01-06-2024 21:34,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Excellent service, better experience",5,POSITIVE,In-Store Experience
RNM,Mall,Mochi Shoes,East Zone,East,Ranchi,Jharkhand,01-06-2024 22:10,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent behavior of the staffs. I went at time of closing. They served very well till the time of billing..,5,POSITIVE,In-Store Experience
MSM,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,01-06-2024 23:07,01-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Good collection of footwear, friendly staff and good service.",5,POSITIVE,In-Store Experience
SWM,High-Street,Mochi Shoes,West Zone,West,Surat,Gujarat,02-06-2024 00:12,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent Sarvice........,5,POSITIVE,In-Store Experience
MSM,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,02-06-2024 01:17,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Nice place for new collection footwear but the price is high even though it's high in price it's worth 👍🏻🔥🤩,5,POSITIVE,Product Assortment
GUM,High-Street,Mochi Shoes,East Zone,East,Guwahati,Assam,02-06-2024 05:18,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,It's a horrible experience face 1st time where in this hot weather Christian Basti SHOWROOM AC is not working..,1,NEGATIVE,In-Store Experience
MHM,High-Street,Mochi Shoes,North Zone,North,Mohali,Punjab,02-06-2024 07:25,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Very cooperative staff ,good customer dealing",5,POSITIVE,In-Store Experience
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,02-06-2024 08:04,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Lovely collection & very helpful staff,5,POSITIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,02-06-2024 11:48,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent Quliaty and staff support,5,POSITIVE,In-Store Experience
BCM,High-Street,Mochi Shoes,East Zone,East,Bilaspur,Chhattisgarh,02-06-2024 12:34,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
MDM,High-Street,Mochi Shoes,North Zone,North,Moradabad,Uttar Pradesh,02-06-2024 12:43,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good experience 👌,5,POSITIVE,In-Store Experience
FSM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,02-06-2024 13:08,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,I had an awesome experience with purchasing stuff for my kid with Ganesh. Will visit again.,5,POSITIVE,In-Store Experience
BGM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,02-06-2024 13:55,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Size availablity and designs are good,5,POSITIVE,Size Availability
BWM,High-Street,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,02-06-2024 14:49,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Very good service, staff behavior, I appreciate",5,POSITIVE,In-Store Experience
RBM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,02-06-2024 14:57,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good collection in reasonable price and all the store persons are very helpful and polite,5,POSITIVE,Product Assortment
IBM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,02-06-2024 15:44,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Mood Fahad was extremely helpfully.,5,POSITIVE,In-Store Experience
PEM,Mall,Mochi Shoes,West Zone,West,Pune,Maharashtra,02-06-2024 16:10,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,I am a regular customer of Mochi. Its good.,5,POSITIVE,In-Store Experience
HOM,Mall,Mochi Shoes,South Zone,South,Hyderabad,Telangana,02-06-2024 16:29,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Salman showed varieties of shoes well,5,POSITIVE,Product Assortment
MKM,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,02-06-2024 17:27,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Mr.Mohammed was very helpful. Gave me plenty of choices to choose from. Assisted in wearing the sandals & without hesitation he demonstrated foot spray and he himself took my worn shoe and scrubbed with cleaner to show how good the shoe cleaner is. Good work ethics he follows.,5,POSITIVE,Product Assortment
IDM,High-Street,Mochi Shoes,West Zone,West,Indore,Madhya Pradesh,02-06-2024 17:49,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good stock,5,POSITIVE,Product Assortment
DJM,High-Street,Mochi Shoes,North Zone,North,Dehradun,Uttarakhand,02-06-2024 17:58,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Great service,5,POSITIVE,In-Store Experience
BOM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,02-06-2024 18:02,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,When you visit this store before showing any product they will scan you top to bottom and then they will decide if they have to show you any product...To the store owner..Behave yourself...,1,NEGATIVE,In-Store Experience
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,02-06-2024 18:21,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Excellent service,5,POSITIVE,In-Store Experience
PSM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,02-06-2024 18:40,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good service. Polite staff,5,POSITIVE,In-Store Experience
CPM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,02-06-2024 18:40,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good customer service,4,POSITIVE,In-Store Experience
BRM,High-Street,Mochi Shoes,West Zone,West,Vadodara,Gujarat,02-06-2024 18:48,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
IFM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,02-06-2024 18:55,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very helpful,5,POSITIVE,In-Store Experience
GTM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,02-06-2024 19:30,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very polite staff,5,POSITIVE,In-Store Experience
KPM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,02-06-2024 19:39,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,good,4,POSITIVE,In-Store Experience
LIM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,02-06-2024 19:55,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Your staff Mr Masiudsin Shaikh was very helpful and polite in assisting for selecting the right footwear. He is a pretty good salesperson as I had come with the intention to buy just one pair of shoe but he sold me one more with 2 other products :) great job done !,5,POSITIVE,In-Store Experience
DCM,Mall,Mochi Shoes,East Zone,East,Dhanbad,Jharkhand,02-06-2024 19:57,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Best experience...All staff were very humble and helpful,5,POSITIVE,In-Store Experience
PJQ,High-Street,Crocs,West Zone,West,Pune,Maharashtra,02-06-2024 20:30,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good  and fast service,5,POSITIVE,In-Store Experience
TVM,Mall,Mochi Shoes,West Zone,West,Thane,Maharashtra,02-06-2024 20:39,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good Collection,5,POSITIVE,Product Assortment
BVM,High-Street,Mochi Shoes,West Zone,West,Bhopal,Madhya Pradesh,02-06-2024 20:43,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good collection with great service.,5,POSITIVE,Product Assortment
CFM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,02-06-2024 20:49,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Best quality,5,POSITIVE,Product Quality
AJM,High-Street,Mochi Shoes,West Zone,West,Ajmer,Rajasthan,02-06-2024 21:15,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Verry bed experience raha mera aaj pehli or akhri baar kuch kharida Jo beg 3299 ka diya unhone wahi online mochi brand ka hi myntra per 1500 ka mil raha h,1,NEGATIVE,In-Store Experience
RJM,High-Street,Mochi Shoes,West Zone,West,Rajkot,Gujarat,02-06-2024 22:15,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Good service,nice staff,grate collection",5,POSITIVE,In-Store Experience
RTM,High-Street,Mochi Shoes,North Zone,North,Rohtak,Haryana,02-06-2024 23:02,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Everything was nice about the store..cooperative staff and good stock,5,POSITIVE,In-Store Experience
TLU,Mall,Metro Shoes,South Zone,South,Thiruvananthapuram,Kerala,02-06-2024 23:57,02-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Highly priced branded shoes and pretty useless collection for kids...,1,NEGATIVE,Product Pricing
MDY,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,03-06-2024 01:20,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Was a regular visitor a few years ago.

Visited on Sunday afternoon / evening. Had a pleasant experience yet again after all these years.

Thank you mr Duleep Kumar & rest of the staff in Metro, Adyar for your patience & time.

Word of appreciation to the lady in billing counter who was patient with us. A smile was missing though.

Cheers !!!",5,POSITIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,03-06-2024 08:30,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Sales executive netaji was very helpful and assisted in buying the best suitable products.  Had a wonderful experience.,5,POSITIVE,In-Store Experience
SIM,High-Street,Mochi Shoes,East Zone,East,Siliguri,West Bengal,03-06-2024 08:30,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Good collection, friendly behaviour of the staffs Always love to shop from the store.👍",5,POSITIVE,In-Store Experience
TVM,Mall,Mochi Shoes,West Zone,West,Thane,Maharashtra,03-06-2024 11:06,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"I bought the slippers of sketches, Goga Max. I was having the perception that they are very good. I get corns very easily if I wear slippers with bad sole. I was convinced by shopkeeper that they are good. But in reality these are pathetic.the sole has become hard after just two months of use. The slippers withered. Worst of all, two corns developed underneath my left foot for which I will have to take medication now. SKETCHERS- worst experience!!!!",1,NEGATIVE,Product Quality
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,03-06-2024 11:28,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Service best but no discount,5,POSITIVE,In-Store Experience
KMM,High-Street,Mochi Shoes,West Zone,West,Navi Mumbai,Maharashtra,03-06-2024 12:01,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good collection & service,5,POSITIVE,Product Assortment
SWD,Mall,Metro Shoes,West Zone,West,Navi Mumbai,Maharashtra,03-06-2024 12:25,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Need more collection,2,NEGATIVE,Product Assortment
PCM,High-Street,Mochi Shoes,North Zone,North,Pathankot,Punjab,03-06-2024 13:12,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Great service:),5,POSITIVE,In-Store Experience
VWM,High-Street,Mochi Shoes,South Zone,South,Vijayawada,Andhra Pradesh,03-06-2024 14:24,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good product,5,POSITIVE,Product Quality
NMM,Mall,Mochi Shoes,North Zone,North,Noida,Uttar Pradesh,03-06-2024 14:51,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Service was very nice,5,POSITIVE,In-Store Experience
PIM,High-Street,Mochi Shoes,North Zone,North,Panipat,Haryana,03-06-2024 14:58,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Very good collection 😀👍🏼 excellent service,5,POSITIVE,Product Assortment
JBL,Mall,Metro Shoes,West Zone,West,Jabalpur,Madhya Pradesh,03-06-2024 15:52,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Staff is very rude Spaicly firoj khan he is not perform well in his position I hope you will do something for him,1,NEGATIVE,In-Store Experience
BPM,Mall,Mochi Shoes,West Zone,West,Bhopal,Madhya Pradesh,03-06-2024 15:55,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Love the collection and very helpful staff,5,POSITIVE,In-Store Experience
CFM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,03-06-2024 17:32,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good service and had good experience,5,POSITIVE,In-Store Experience
MSM,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,03-06-2024 17:56,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,It’s was very grateful I was serarch 28 shoes but I selected only 2pairs executive was so patient to chill out me,5,POSITIVE,In-Store Experience
TVM,Mall,Mochi Shoes,West Zone,West,Thane,Maharashtra,03-06-2024 18:36,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,So nice,5,POSITIVE,In-Store Experience
BQM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,03-06-2024 18:55,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Awesome collections,5,POSITIVE,Product Assortment
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,03-06-2024 19:36,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,"Good service
Excellent",5,POSITIVE,In-Store Experience
M1M,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,03-06-2024 19:54,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Showroom ambience was very nice and Staff Alex provided hospitable service for my father. Happily served us with best effort.,5,POSITIVE,In-Store Experience
DGM,High-Street,Mochi Shoes,North Zone,North,Ghaziabad,Uttar Pradesh,03-06-2024 20:49,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
RJM,High-Street,Mochi Shoes,West Zone,West,Rajkot,Gujarat,03-06-2024 21:11,03-06-2024,6,C. JUN,Q1(AMJ),Q1,FY24-25,Nice staff and ossam collection,5,POSITIVE,In-Store Experience
